name,category,subcategory,niche,city,lat,lon,rating,price_level,has_website,has_phone,opening_hours,cuisine,address,osm_class,osm_type,importance,description
Anytime Fitness,gym,fitness,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5867878,-7.6443464,3.5,2,True,True,24/7,,Rue Ali Abderrazzak زنقة علي عبد الرزاق,leisure,fitness_centre,7.17334248874192e-05,"Anytime Fitness - casual gym in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, has opening hours, has website, has phone, rated 3.5/5"
Spartacus Fight Fitness,gym,fitness,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5800460,-7.6414372,3.5,2,False,False,,,Rue Al Mansour Al Abidi زنقة المنصور العابدي,club,sport,7.17334248874192e-05,"Spartacus Fight Fitness - casual gym in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Fitness Park,gym,fitness,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5885410,-7.6402761,3.5,2,False,False,,,Urban Square,leisure,fitness_centre,7.17334248874192e-05,"Fitness Park - casual gym in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
GO FITNESS,gym,fitness,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5810551,-7.6394034,3.5,2,False,False,,,Rue Abou Ghaleb Chiane,leisure,fitness_centre,7.17334248874192e-05,"GO FITNESS - casual gym in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Lady Fitness,gym,fitness,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5734016,-7.6563561,3.5,2,False,False,,,Rue d'Ifrane زنقة إفران,leisure,sports_centre,7.17334248874192e-05,"Lady Fitness - casual gym in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Unique Fitness Club,gym,fitness,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5901585,-7.6768856,3.5,2,False,False,,,Rue de la Mer de Bering,leisure,fitness_centre,7.17334248874192e-05,"Unique Fitness Club - casual gym in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
New life fitness,gym,fitness,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.6006532,-7.6334953,3.5,2,False,False,,,Rue de Goulmima,leisure,sports_centre,7.17334248874192e-05,"New life fitness - casual gym in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Hôtel Casablanca,hotel,hotel,casual,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,33.5850402,-7.6107526,3.5,2,False,False,,,Boulevard de la Liberté,tourism,hotel,7.17334248874192e-05,"Hôtel Casablanca - casual hotel in Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, rated 3.5/5"
Supermarket,supermarket,supermarket,casual,Lamharza Essahel ⵍⵎⵀⴰⵔⵣⴰ ⵏ ⵙⴰⵃⵍ لمهارزة الساحل,33.4334895,-8.0716923,3.5,2,False,False,,,RR320,shop,supermarket,9.99999999995449e-06,"Supermarket - casual supermarket in Lamharza Essahel ⵍⵎⵀⴰⵔⵣⴰ ⵏ ⵙⴰⵃⵍ لمهارزة الساحل, rated 3.5/5"
Restaurant Marrakech,restaurant,restaurant,casual,Fès ⴼⴰⵙ فاس,34.0360073,-4.9972231,3.5,2,False,False,,,Rue Omar Al Mokhtar,amenity,restaurant,6.616083009074567e-05,"Restaurant Marrakech - casual restaurant in Fès ⴼⴰⵙ فاس, rated 3.5/5"
Café Marrakech,cafe,cafe,casual,Fès ⴼⴰⵙ فاس,34.0668289,-4.9648611,3.5,2,False,False,,,Boulevard des Merinides,amenity,cafe,6.616083009074567e-05,"Café Marrakech - casual cafe in Fès ⴼⴰⵙ فاس, rated 3.5/5"
Café Marrakech,cafe,cafe,casual,Oujda وجدة,34.6764849,-1.8805842,3.5,2,False,False,,,Boulevard Brahim Roudani,amenity,cafe,5.97306782634778e-05,"Café Marrakech - casual cafe in Oujda وجدة, rated 3.5/5"
Café Marrakech,cafe,cafe,casual,Oujda ⵡⴻⵊⴷⴰ وجدة,34.6829023,-1.9139226,3.5,2,False,False,,,Rue de Marrakech,amenity,cafe,5.97306782634778e-05,"Café Marrakech - casual cafe in Oujda ⵡⴻⵊⴷⴰ وجدة, rated 3.5/5"
Café Marrakech,cafe,cafe,casual,Martil ⵎⴰⵔⵜⵉⵍ مرتيل,35.6115543,-5.2714074,3.5,2,False,False,,,N16,amenity,cafe,3.500190737769158e-05,"Café Marrakech - casual cafe in Martil ⵎⴰⵔⵜⵉⵍ مرتيل, rated 3.5/5"
Bar Marrakech,bar,bar,casual,pachalik d'El Jadida ⵍⵊⴰⴷⵉⴷⴰ الجديدة,33.2418127,-8.4878310,3.5,2,False,False,,,Rue de Tansift,amenity,bar,4.974670023646933e-05,"Bar Marrakech - casual bar in pachalik d'El Jadida ⵍⵊⴰⴷⵉⴷⴰ الجديدة, rated 3.5/5"
Roti Shop Marrakech,fast_food,fast food,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6762731,-8.0196907,3.5,2,False,False,,,Boulevard Allal El Fassi,amenity,fast_food,6.850919356064725e-05,"Roti Shop Marrakech - casual fast_food in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Reda Fast Food,fast_food,fast food,budget,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6384913,-8.0058055,3.5,1,False,False,,,Rue Khalid Ben El Oualid,amenity,fast_food,6.850919356064725e-05,"Reda Fast Food - budget fast_food in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Bakery,bakery,bakery,casual,Saâda سعادة,31.6500391,-8.1804903,3.5,2,False,False,,,RP2027,building,yes,5.5001907377691576e-05,"Bakery - casual bakery in Saâda سعادة, rated 3.5/5"
Salon CHRIS,hairdresser,hairdresser,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6311460,-8.0079452,3.5,2,True,True,"Mo 14:00-19:00; Tu-Fr 10:00-13:00,14:30-19:00; Sa 10:00-19:00",,Rue Yakoub El Marini,shop,hairdresser,6.850919356064725e-05,"Salon CHRIS - casual hairdresser in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, has opening hours, has website, has phone, rated 3.5/5"
235th Barber Street Marrakech,hairdresser,hairdresser,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6373602,-8.0161146,3.5,2,False,True,Mo-Su 11:00-23:00,,Rue Mohammed El Bekal,shop,hairdresser,6.850919356064725e-05,"235th Barber Street Marrakech - casual hairdresser in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, has opening hours, has phone, rated 3.5/5"
Barbershop Naime,hairdresser,barbershop,casual,Essaouira الصويرة,31.5117502,-9.7555924,3.5,2,False,False,,,Avenue Allal El Fassi شارع علال الفاسي,shop,beauty,6.044327458605352e-05,"Barbershop Naime - casual hairdresser in Essaouira الصويرة, rated 3.5/5"
The Barbershop,hairdresser,barbershop,casual,Laattaouia ⵍⵄⵟⵟⴰⵡⵢⵢⴰ العطاوية,31.8304543,-7.3151804,3.5,2,False,False,,,RP2125,shop,hairdresser,4.0000762951049326e-05,"The Barbershop - casual hairdresser in Laattaouia ⵍⵄⵟⵟⴰⵡⵢⵢⴰ العطاوية, rated 3.5/5"
Pharmacie Bab Marrakech صيدلية باب مراكش,pharmacy,pharmacy,casual,Rabat ⵔⴱⴰⵟ الرباط,34.0074394,-6.8481517,3.5,2,False,False,,,Rue Al Achaari زنقة الأشعري,amenity,pharmacy,7.628976882577275e-05,"Pharmacie Bab Marrakech صيدلية باب مراكش - casual pharmacy in Rabat ⵔⴱⴰⵟ الرباط, rated 3.5/5"
Pharmacie Marrakech صيدلية مراكش,pharmacy,pharmacy,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6338990,-7.9987136,3.5,2,False,False,,,Rue Bab Doukkala,amenity,pharmacy,6.850919356064725e-05,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Pharmacie Bab Marrakech صيدلية باب مراكش,pharmacy,pharmacy,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6766292,-8.0247480,3.5,2,False,False,,,Boulevard Allal El Fassi,amenity,pharmacy,6.850919356064725e-05,"Pharmacie Bab Marrakech صيدلية باب مراكش - casual pharmacy in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Pharmacie Route Marrakech صيدلية طريق مراكش,pharmacy,pharmacy,casual,Pachalik de Safi باشوية آسفي,32.2980027,-9.2070673,3.5,2,False,False,,,RR204,amenity,pharmacy,5.852521553363878e-05,"Pharmacie Route Marrakech صيدلية طريق مراكش - casual pharmacy in Pachalik de Safi باشوية آسفي, rated 3.5/5"
Pharmacie Les Portes de Marrakech صيدلية أبواب مراكش,pharmacy,pharmacy,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6395279,-8.0775474,3.5,2,False,False,,,Rue Jamarat Al Aqaba,amenity,pharmacy,5.5001907377691576e-05,"Pharmacie Les Portes de Marrakech صيدلية أبواب مراكش - casual pharmacy in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Pharmacie Marrakech صيدلية مراكش,pharmacy,pharmacy,casual,Khouribga ⵅⵯⵔⵉⴱⴳⴰ خريبكة,32.8814213,-6.9140125,3.5,2,False,False,,,Rue Marrakech,amenity,pharmacy,5.352635996028103e-05,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Khouribga ⵅⵯⵔⵉⴱⴳⴰ خريبكة, rated 3.5/5"
Pharmacie Route De Marrakech صيدلية طريق مراكش,pharmacy,pharmacy,casual,pachalik d'El Jadida ⵍⵊⴰⴷⵉⴷⴰ الجديدة,33.2219292,-8.4919930,3.5,2,False,False,,,Avenue Bir Anzaren,amenity,pharmacy,4.974670023646933e-05,"Pharmacie Route De Marrakech صيدلية طريق مراكش - casual pharmacy in pachalik d'El Jadida ⵍⵊⴰⴷⵉⴷⴰ الجديدة, rated 3.5/5"
Pharmacie Marrakech صيدلية مراكش,pharmacy,pharmacy,casual,Demnate ⴷⵎⵏⴰⵜ دمنات,31.7322375,-7.0051385,3.5,2,False,False,,,RP3108,amenity,pharmacy,4.807736324097074e-05,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Demnate ⴷⵎⵏⴰⵜ دمنات, rated 3.5/5"
Pharmacy (speak English well and understand your needs),pharmacy,pharmacy,casual,Akhlij ⴰⵅⵍⵉⵊ,31.3735968,-7.7949265,3.5,2,False,False,24/7,,RP2010,amenity,pharmacy,5.000152590214416e-05,"Pharmacy (speak English well and understand your needs) - casual pharmacy in Akhlij ⴰⵅⵍⵉⵊ, has opening hours, rated 3.5/5"
Spa,spa,spa,casual,Tasoultante تسلطانت,31.5339431,-7.9928611,3.5,2,False,False,,,RN7,shop,beauty,5.5001907377691576e-05,"Spa - casual spa in Tasoultante تسلطانت, rated 3.5/5"
Derb El Hammam درب الحمام,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6266293,-7.9737998,3.6,2,False,False,,,Derb El Hammam درب الحمام,highway,living_street,0.05340184252689399,"Derb El Hammam درب الحمام - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.6/5"
Derb Hammam,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6295304,-7.9887141,3.6,2,False,False,,,Derb Hammam,highway,living_street,0.05340184252689399,"Derb Hammam - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.6/5"
Derb Hammam Riad Laârouss,spa,hammam,luxury,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6331641,-7.9903782,3.6,3,False,False,,,Derb Hammam Riad Laârouss,highway,living_street,0.05340184252689399,"Derb Hammam Riad Laârouss - luxury spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.6/5"
Derb Hammam,spa,hammam,casual,Mechouar Kasbah المشور القصبة,31.6184262,-7.9888740,3.6,2,False,False,,,Derb Hammam,highway,service,0.04005500190737773,"Derb Hammam - casual spa in Mechouar Kasbah المشور القصبة, rated 3.6/5"
Derb El Hammam,spa,hammam,casual,Mechouar Kasbah المشور القصبة,31.6177105,-7.9900480,3.6,2,False,False,,,Derb El Hammam,highway,service,0.04005500190737773,"Derb El Hammam - casual spa in Mechouar Kasbah المشور القصبة, rated 3.6/5"
Hammam Dar el-Bacha,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6285141,-7.9941723,3.5,2,False,False,,,Avenue Fatima Zohra,tourism,spa_resort,6.850919356064725e-05,"Hammam Dar el-Bacha - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Hammam Paradis,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6305887,-7.9901539,3.5,2,False,True,,,Derb Habib Allah,leisure,sauna,6.850919356064725e-05,"Hammam Paradis - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, has phone, rated 3.5/5"
Taiba Hammam Turc,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.5977020,-8.0386045,3.5,2,False,False,,,Avenue M'Hamid,leisure,sauna,6.850919356064725e-05,"Taiba Hammam Turc - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Hammam Nilo,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6387636,-7.9856594,3.5,2,False,False,,,Chariaa Bradiia,amenity,public_bath,6.850919356064725e-05,"Hammam Nilo - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Hammam Rosa Bonheur,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6230147,-7.9825779,3.5,2,True,True,,,Derb El Arsa,tourism,hotel,6.850919356064725e-05,"Hammam Rosa Bonheur - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, has website, has phone, rated 3.5/5"
Hammam Hilton Marrakech,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6478275,-8.0493859,3.5,2,False,False,,,Route de Targa,highway,bus_stop,6.850919356064725e-05,"Hammam Hilton Marrakech - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Hammam Illy,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6708896,-8.0616047,3.5,2,False,False,,,Lotissement Marios,amenity,public_bath,6.850919356064725e-05,"Hammam Illy - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Hammam Elkaram,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6537757,-8.0318707,3.5,2,False,False,,,RN7,amenity,place_of_worship,6.850919356064725e-05,"Hammam Elkaram - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Assal Hammam Salon & Spa,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6319854,-7.9881133,3.5,2,True,True,,,Derb El Hajra,leisure,sauna,6.850919356064725e-05,"Assal Hammam Salon & Spa - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, has website, has phone, rated 3.5/5"
Hammam de la Rose,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6316550,-7.9915334,3.5,2,True,False,,,Rue Dar El Bacha,shop,massage,6.850919356064725e-05,"Hammam de la Rose - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, has website, rated 3.5/5"
Bab Doukkala Hammam,spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6316053,-7.9953525,3.5,2,False,False,,,Rue Bab Doukkala,leisure,sauna,6.850919356064725e-05,"Bab Doukkala Hammam - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
Mouassine Hammam (ladies entrance),spa,hammam,casual,Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش,31.6295536,-7.9887340,3.5,2,False,False,,,Derb Hammam,amenity,public_bath,6.850919356064725e-05,"Mouassine Hammam (ladies entrance) - casual spa in Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, rated 3.5/5"
